Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Non-Travel,874,Research & Development,5,4,Technical Degree,3,Female,61,2,3,Manager,2,Married,10487,2888,7,No,25,3,1,0,36,0,3,12,17,4,9
20,No,Travel_Frequently,853,Sales,7,1,Medical,1,Male,43,1,5,Laboratory Technician,4,Single,14998,3988,2,No,18,3,1,0,19,3,2,35,12,13,9
43,No,Travel_Rarely,700,Sales,4,1,Other,2,Male,46,2,2,Healthcare Representative,4,Married,19429,23813,6,No,14,3,4,2,24,2,1,38,11,8,5
59,Yes,Travel_Rarely,406,Sales,26,5,Life Sciences,1,Female,60,4,5,Human Resources,3,Married,3612,8944,0,No,16,3,4,0,17,5,1,33,13,4,13
54,No,Travel_Rarely,727,Sales,12,4,Medical,4,Male,94,3,5,Laboratory Technician,4,Divorced,19041,3908,0,Yes,14,3,3,1,3,1,1,1,13,14,8
45,No,Travel_Rarely,1016,Research & Development,20,1,Technical Degree,1,Female,87,2,4,Human Resources,3,Single,12148,9329,2,No,12,4,3,2,31,0,2,26,16,3,13
36,No,Travel_Rarely,1078,Research & Development,19,2,Marketing,4,Male,93,3,3,Research Director,1,Single,4932,4738,0,No,11,4,4,0,36,1,4,8,9,1,2
30,No,Travel_Rarely,275,Research & Development,14,5,Technical Degree,3,Female,48,1,4,Research Scientist,1,Married,14858,5988,4,No,16,3,1,2,23,6,2,11,2,5,15
43,Yes,Travel_Rarely,110,Research & Development,8,3,Other,1,Female,87,4,3,Sales Representative,3,Married,3282,16566,5,Yes,15,3,1,0,35,5,2,3,17,10,1
35,No,Non-Travel,1277,Sales,11,3,Other,4,Male,78,1,4,Manufacturing Director,2,Single,19763,23069,2,No,20,3,1,0,18,6,1,33,6,8,10
48,No,Travel_Rarely,115,Sales,13,3,Technical Degree,4,Male,39,2,1,Human Resources,4,Single,10818,13918,0,Yes,24,3,1,2,35,3,3,4,6,4,12
50,No,Non-Travel,1293,Sales,17,2,Technical Degree,1,Female,34,4,3,Sales Representative,1,Married,17972,7350,7,No,17,3,2,3,36,2,2,16,14,13,5
28,No,Travel_Rarely,136,Research & Development,19,1,Medical,2,Female,79,1,2,Laboratory Technician,2,Single,14396,4885,9,No,11,3,2,1,10,0,4,34,14,12,15
53,No,Travel_Frequently,841,Human Resources,10,2,Medical,4,Male,52,2,4,Sales Representative,3,Single,2900,5186,4,No,18,3,4,1,20,5,2,6,14,5,13
44,Yes,Travel_Frequently,991,Research & Development,19,4,Technical Degree,3,Male,71,2,1,Sales Executive,1,Married,17716,11536,8,No,12,3,1,0,33,3,1,39,9,8,10
32,No,Travel_Rarely,176,Sales,6,4,Marketing,3,Female,38,1,3,Manufacturing Director,1,Married,15081,19278,5,Yes,19,4,4,2,25,6,4,31,8,2,10
44,No,Travel_Rarely,499,Sales,12,4,Life Sciences,4,Male,51,2,5,Human Resources,2,Single,4132,7544,7,Yes,16,3,2,3,24,6,2,24,11,12,14
25,Yes,Travel_Frequently,313,Research & Development,20,5,Life Sciences,1,Female,32,3,4,Human Resources,4,Single,6465,18653,1,No,21,3,3,1,19,6,2,2,4,5,2
40,No,Travel_Rarely,683,Sales,14,4,Other,3,Female,63,4,4,Healthcare Representative,3,Single,16335,5817,8,Yes,25,3,3,2,30,6,3,34,17,12,9
55,No,Non-Travel,362,Research & Development,14,4,Life Sciences,3,Male,54,3,1,Human Resources,2,Married,8148,7366,1,No,21,3,4,2,16,3,1,3,9,5,0
51,No,Travel_Rarely,405,Sales,22,3,Marketing,2,Female,68,1,5,Healthcare Representative,1,Married,16921,3411,1,Yes,15,3,3,0,26,1,3,6,12,11,2
21,No,Travel_Rarely,483,Sales,5,1,Medical,2,Male,68,4,1,Research Director,2,Single,7112,8301,3,No,14,3,3,3,31,1,1,10,16,2,14
32,No,Travel_Rarely,554,Sales,8,3,Life Sciences,4,Male,46,4,4,Sales Executive,4,Married,8101,3118,6,Yes,25,3,2,0,6,4,3,4,10,5,14
22,No,Travel_Rarely,1279,Research & Development,16,3,Marketing,3,Male,32,2,4,Healthcare Representative,1,Married,7565,15100,3,Yes,20,3,3,0,35,2,2,16,10,5,12
54,No,Travel_Rarely,1100,Research & Development,4,5,Other,4,Female,48,4,5,Sales Representative,4,Married,16891,7922,5,Yes,14,4,4,2,31,0,4,32,12,11,6
40,No,Travel_Frequently,1433,Sales,22,1,Technical Degree,4,Male,41,4,1,Human Resources,1,Divorced,11285,16074,3,No,21,3,3,3,18,1,2,13,13,12,2
53,No,Travel_Frequently,298,Research & Development,18,3,Medical,1,Female,76,1,5,Manufacturing Director,1,Married,10915,15261,1,Yes,12,3,2,0,26,1,3,10,17,3,3
24,No,Non-Travel,173,Human Resources,23,3,Life Sciences,2,Female,76,4,1,Manufacturing Director,3,Married,4230,5397,5,Yes,14,3,4,0,34,4,2,37,4,6,2
23,No,Non-Travel,141,Sales,1,4,Medical,3,Male,80,3,3,Research Scientist,2,Married,12828,14843,5,No,21,4,3,3,9,4,3,16,13,13,15
24,No,Non-Travel,294,Sales,14,3,Medical,1,Male,62,4,3,Laboratory Technician,2,Married,15187,20513,9,No,25,4,4,1,39,5,2,13,6,6,2
19,No,Travel_Frequently,1112,Research & Development,27,5,Medical,4,Male,71,3,2,Manager,4,Married,18256,5967,7,No,21,3,2,0,37,5,2,38,10,8,9
33,Yes,Travel_Rarely,856,Research & Development,24,2,Medical,1,Male,44,2,2,Laboratory Technician,3,Divorced,11294,23035,0,No,24,3,4,0,4,0,3,27,1,12,12
29,No,Travel_Rarely,1092,Sales,11,4,Marketing,4,Male,80,2,5,Research Director,3,Single,14198,3048,7,Yes,24,3,4,2,11,5,3,35,13,9,16
45,No,Non-Travel,1060,Research & Development,24,2,Medical,2,Female,51,2,1,Research Scientist,4,Married,15143,15527,6,No,24,3,2,0,34,5,2,23,5,3,16
42,No,Travel_Rarely,1298,Sales,28,1,Technical Degree,1,Female,40,3,5,Manufacturing Director,4,Single,6492,18723,5,Yes,17,3,2,1,2,4,1,27,3,2,9
58,No,Non-Travel,987,Research & Development,3,5,Medical,2,Female,54,4,1,Sales Representative,2,Single,11326,23211,4,No,22,3,3,3,10,2,1,7,3,2,15
45,No,Travel_Rarely,1385,Sales,10,3,Other,2,Male,87,2,5,Human Resources,2,Married,2949,3866,4,No,19,3,2,2,22,5,1,38,13,2,9
30,No,Non-Travel,1124,Research & Development,18,3,Medical,3,Male,43,2,4,Sales Representative,2,Single,19052,6554,4,Yes,22,3,3,3,39,0,4,7,9,2,7
59,Yes,Non-Travel,473,Research & Development,27,2,Technical Degree,2,Male,43,3,4,Manufacturing Director,2,Married,15334,18105,6,Yes,24,3,2,2,38,1,2,19,16,14,7
31,No,Travel_Frequently,520,Research & Development,12,1,Medical,4,Female,59,1,5,Manufacturing Director,1,Married,8278,9469,0,No,14,3,3,0,1,3,4,27,7,3,3
39,No,Travel_Rarely,506,Research & Development,23,5,Technical Degree,4,Male,70,3,1,Manufacturing Director,1,Married,12904,9081,1,No,21,3,4,1,4,5,2,35,8,7,8
52,No,Non-Travel,1330,Research & Development,24,4,Life Sciences,4,Male,55,4,1,Laboratory Technician,2,Married,3177,22998,5,No,18,3,4,1,23,4,4,16,10,14,3
48,Yes,Travel_Rarely,1354,Sales,20,2,Medical,3,Male,89,3,3,Manufacturing Director,2,Married,12939,20220,0,Yes,18,4,2,1,9,4,2,32,17,9,4
54,No,Travel_Frequently,540,Human Resources,21,2,Life Sciences,4,Female,32,2,5,Healthcare Representative,1,Single,19166,17676,6,No,20,3,3,2,35,5,4,34,5,9,6
53,No,Non-Travel,211,Research & Development,2,5,Life Sciences,1,Female,51,2,2,Human Resources,2,Married,4639,7261,0,Yes,11,3,3,0,12,5,1,23,9,11,4
32,No,Travel_Frequently,756,Sales,27,3,Medical,4,Female,41,4,5,Manufacturing Director,4,Married,14252,24299,0,No,13,3,3,2,31,5,3,6,15,0,2
19,Yes,Non-Travel,326,Research & Development,2,3,Medical,1,Female,57,3,1,Healthcare Representative,4,Single,3713,8631,7,No,25,3,4,2,16,3,2,39,4,0,3
50,Yes,Travel_Rarely,161,Research & Development,25,5,Other,2,Male,39,2,4,Manufacturing Director,4,Married,14141,7581,0,Yes,11,3,4,0,36,0,1,16,13,14,5
57,No,Travel_Rarely,1375,Research & Development,26,3,Technical Degree,3,Female,65,4,3,Research Director,1,Single,4455,5959,2,Yes,14,3,3,2,5,6,3,15,17,4,8
35,No,Non-Travel,110,Research & Development,7,3,Other,4,Female,57,4,5,Sales Executive,3,Married,7753,7756,8,No,14,3,4,0,8,4,4,1,8,14,0
30,No,Travel_Frequently,889,Human Resources,8,5,Medical,4,Male,43,2,2,Manufacturing Director,1,Single,15762,6945,5,No,22,4,2,0,9,3,4,38,14,3,0
39,No,Non-Travel,651,Sales,24,3,Marketing,3,Female,90,3,2,Laboratory Technician,4,Married,11842,23012,9,No,13,4,4,2,37,1,2,8,10,12,12
38,No,Travel_Rarely,1386,Research & Development,5,5,Marketing,1,Male,87,4,1,Manufacturing Director,3,Married,3703,7857,9,No,11,3,4,2,39,0,3,28,15,10,7
32,No,Non-Travel,870,Sales,7,4,Technical Degree,1,Male,72,2,3,Research Scientist,2,Single,8238,12997,4,No,14,3,1,3,15,6,1,39,14,0,5
22,No,Travel_Rarely,990,Human Resources,18,2,Marketing,4,Female,67,2,3,Healthcare Representative,4,Single,13253,21280,6,Yes,19,4,3,2,28,6,2,30,9,11,1
37,No,Non-Travel,980,Sales,4,5,Medical,3,Male,58,1,3,Sales Executive,3,Single,6024,9647,7,Yes,23,3,2,1,29,4,4,11,8,12,8
44,No,Non-Travel,674,Research & Development,1,4,Marketing,2,Female,37,1,2,Manager,1,Single,7828,17309,9,No,22,3,4,0,20,4,1,1,0,11,6
22,No,Travel_Frequently,1077,Sales,9,2,Life Sciences,3,Male,85,1,3,Research Director,2,Divorced,6017,15277,5,No,14,3,1,1,37,6,1,23,13,7,12
26,No,Travel_Rarely,938,Sales,6,4,Marketing,4,Male,81,3,5,Manager,1,Married,9267,20426,9,Yes,22,3,3,3,30,4,3,1,8,14,13
21,No,Travel_Rarely,711,Research & Development,7,2,Technical Degree,1,Male,37,1,2,Sales Representative,4,Single,3929,14145,2,Yes,13,3,2,3,3,3,3,22,17,5,16
18,Yes,Travel_Rarely,976,Research & Development,24,3,Technical Degree,4,Female,34,4,1,Research Director,2,Single,3989,23164,6,Yes,16,3,1,0,4,2,4,17,7,6,0
33,No,Travel_Rarely,1171,Research & Development,10,4,Marketing,4,Male,63,4,2,Manufacturing Director,2,Divorced,13446,11694,5,Yes,21,3,4,0,20,4,2,7,8,11,5
38,No,Non-Travel,1328,Sales,3,3,Marketing,3,Male,47,3,5,Research Scientist,1,Divorced,14517,19147,6,No,11,3,1,3,33,1,1,10,1,7,2
33,No,Travel_Frequently,781,Sales,21,1,Life Sciences,4,Male,72,3,2,Research Scientist,4,Divorced,15941,22046,0,No,22,4,2,3,19,2,1,1,4,7,1
51,No,Non-Travel,782,Research & Development,13,2,Medical,4,Female,55,3,1,Sales Representative,3,Divorced,19625,4847,0,Yes,20,3,1,3,25,0,1,30,12,12,2
59,No,Travel_Rarely,267,Research & Development,17,5,Life Sciences,4,Male,57,3,1,Manager,4,Single,2218,8180,0,Yes,24,3,1,0,20,2,1,36,0,8,0
34,No,Non-Travel,215,Sales,4,5,Marketing,4,Male,79,3,5,Research Scientist,1,Divorced,6902,22171,3,No,24,4,2,0,24,4,3,12,5,7,1
54,No,Travel_Rarely,148,Research & Development,19,4,Other,1,Male,68,2,4,Sales Executive,1,Married,11922,2514,8,No,18,3,2,1,8,3,4,30,1,11,5
49,No,Non-Travel,142,Research & Development,6,4,Marketing,2,Male,82,3,5,Human Resources,1,Divorced,14100,2623,9,Yes,12,3,2,0,36,3,3,34,8,6,6
27,No,Travel_Rarely,383,Research & Development,26,5,Medical,2,Female,94,3,3,Sales Representative,3,Married,19198,5264,4,No,22,3,2,1,15,3,3,22,3,7,2
21,No,Travel_Frequently,1170,Research & Development,2,1,Medical,3,Female,69,3,5,Manager,2,Married,9895,17000,3,No,22,3,3,0,0,1,4,3,6,3,12
20,No,Travel_Rarely,648,Human Resources,3,3,Technical Degree,3,Male,85,4,1,Sales Representative,4,Married,15693,6889,4,No,14,3,2,3,12,4,1,35,11,5,14
55,No,Travel_Rarely,1242,Research & Development,11,3,Marketing,3,Female,41,2,5,Research Director,2,Married,3585,4303,7,No,25,4,1,3,38,1,3,8,16,13,5
21,No,Travel_Rarely,946,Research & Development,6,5,Medical,4,Male,41,2,3,Laboratory Technician,1,Single,3052,17178,6,No,13,3,4,2,36,6,4,11,0,6,7
42,No,Travel_Frequently,535,Sales,4,5,Other,2,Female,55,4,4,Healthcare Representative,2,Single,18472,19800,7,Yes,11,3,4,0,25,1,1,22,2,12,12
43,No,Travel_Rarely,1190,Research & Development,8,4,Technical Degree,4,Male,78,4,2,Laboratory Technician,3,Single,12088,24222,4,No,18,3,3,3,16,1,2,32,12,12,7
47,No,Travel_Rarely,1101,Research & Development,25,3,Life Sciences,4,Male,79,3,5,Manufacturing Director,1,Divorced,17192,18056,4,No,16,3,1,0,20,4,4,4,0,1,6
32,Yes,Travel_Rarely,462,Sales,3,4,Marketing,2,Male,61,3,1,Research Scientist,2,Divorced,16473,23473,8,Yes,18,3,4,3,35,4,2,18,12,13,4
35,No,Travel_Rarely,797,Research & Development,6,1,Other,1,Male,58,4,3,Manufacturing Director,2,Divorced,14765,17834,7,No,19,3,2,1,4,4,3,13,1,10,6
58,No,Travel_Rarely,424,Research & Development,24,1,Life Sciences,4,Female,99,1,3,Human Resources,3,Married,1686,19962,2,No,14,3,2,3,6,4,1,0,3,8,1
49,No,Travel_Rarely,1400,Sales,5,1,Life Sciences,4,Male,59,3,5,Research Director,3,Divorced,18977,9961,0,No,22,3,2,2,34,4,4,27,9,10,5
27,Yes,Travel_Rarely,157,Sales,27,2,Technical Degree,1,Male,52,2,4,Manufacturing Director,4,Married,7134,11529,9,No,12,3,4,0,24,4,4,23,0,4,0
30,No,Travel_Rarely,1170,Research & Development,18,4,Life Sciences,1,Male,84,3,2,Manager,2,Divorced,10318,16846,0,No,15,3,4,1,37,1,1,0,12,7,8
39,No,Travel_Rarely,106,Research & Development,14,1,Marketing,2,Female,94,3,1,Research Director,3,Divorced,4739,17376,8,No,14,3,1,1,12,4,3,17,9,3,13
34,No,Travel_Rarely,1291,Research & Development,10,3,Other,1,Male,89,3,2,Research Director,2,Married,15807,25812,4,No,22,3,2,2,21,1,4,30,12,11,8
42,No,Travel_Rarely,263,Research & Development,17,1,Medical,2,Male,90,4,5,Research Scientist,1,Married,5347,4410,4,No,12,3,4,3,37,2,2,3,9,9,3
41,No,Travel_Rarely,1279,Research & Development,10,4,Marketing,3,Female,41,4,4,Manufacturing Director,4,Single,12041,11656,1,No,15,3,4,1,25,2,2,31,3,0,16
43,No,Travel_Rarely,1474,Human Resources,2,4,Technical Degree,4,Female,32,4,5,Sales Representative,2,Divorced,15976,24408,8,No,20,3,1,3,34,2,4,10,3,9,13
37,No,Non-Travel,481,Human Resources,7,2,Technical Degree,3,Male,56,4,5,Manager,2,Married,11195,6347,8,No,14,3,1,2,28,0,3,25,7,4,7
29,No,Travel_Rarely,1242,Sales,3,3,Other,2,Male,46,1,2,Manufacturing Director,4,Divorced,9643,14959,7,Yes,11,3,1,1,27,1,4,38,8,5,14
50,No,Travel_Rarely,448,Research & Development,5,4,Technical Degree,1,Female,69,2,3,Research Director,4,Married,3600,17457,9,Yes,17,3,3,3,31,3,1,9,0,8,14
26,Yes,Travel_Rarely,247,Sales,2,2,Life Sciences,2,Female,64,1,2,Research Director,4,Divorced,2838,25210,3,Yes,23,3,2,2,7,4,1,15,14,11,2
19,No,Travel_Rarely,1370,Research & Development,14,5,Technical Degree,1,Male,51,3,3,Laboratory Technician,4,Single,8082,5395,1,No,24,3,1,0,24,4,4,32,4,13,1
52,No,Travel_Rarely,1387,Research & Development,24,5,Other,3,Female,38,3,4,Healthcare Representative,1,Married,15611,13864,1,No,14,3,1,2,22,2,4,1,14,1,12
24,No,Travel_Rarely,1176,Research & Development,3,4,Marketing,2,Male,31,1,2,Laboratory Technician,3,Single,6765,20633,4,No,17,3,2,2,17,0,3,11,5,6,3
35,No,Travel_Rarely,825,Research & Development,24,5,Medical,4,Male,90,4,3,Research Scientist,2,Married,19912,7815,6,Yes,15,3,3,3,30,1,2,23,3,8,12
33,Yes,Travel_Rarely,1111,Research & Development,16,5,Other,1,Male,49,1,3,Laboratory Technician,4,Divorced,19609,7893,0,No,21,4,3,0,15,5,2,4,3,13,2
33,No,Travel_Rarely,569,Research & Development,9,4,Medical,2,Male,55,4,4,Sales Representative,2,Divorced,4227,17299,2,No,13,3,4,0,4,1,4,33,15,12,4
25,No,Travel_Rarely,851,Research & Development,3,5,Other,3,Female,69,3,4,Research Director,3,Divorced,5716,18386,1,No,22,3,4,3,30,1,3,35,2,6,0
59,No,Travel_Frequently,433,Research & Development,4,3,Marketing,3,Female,66,2,4,Research Director,4,Single,4854,16071,6,No,21,3,3,1,5,6,4,35,10,6,3
37,Yes,Travel_Frequently,385,Sales,5,3,Medical,1,Female,44,1,1,Manager,4,Married,7860,10845,5,No,25,3,2,1,13,1,1,38,2,14,15
35,No,Travel_Frequently,1193,Sales,23,5,Medical,2,Male,85,3,3,Human Resources,4,Married,8113,5147,1,No,16,3,4,3,8,3,1,20,4,9,10
38,No,Travel_Frequently,451,Research & Development,26,4,Technical Degree,4,Male,38,1,5,Human Resources,1,Single,10689,9544,3,No,15,3,2,3,14,0,2,2,10,8,11
19,No,Travel_Rarely,1383,Research & Development,18,3,Marketing,3,Male,62,2,5,Sales Representative,1,Divorced,12369,9784,5,No,23,3,2,0,17,1,3,34,5,6,16
19,No,Travel_Frequently,1077,Research & Development,5,2,Other,1,Female,65,3,2,Laboratory Technician,2,Single,2447,5052,6,Yes,11,3,4,2,23,1,2,0,9,7,8
34,No,Travel_Rarely,170,Research & Development,27,2,Technical Degree,4,Male,50,3,3,Human Resources,2,Divorced,4287,12437,7,No,11,3,3,2,29,0,2,13,7,10,0
39,No,Travel_Rarely,1161,Research & Development,24,1,Other,4,Male,48,1,2,Laboratory Technician,2,Divorced,17319,8084,9,No,18,3,3,0,18,6,1,14,0,7,0
54,No,Travel_Rarely,607,Research & Development,24,3,Medical,4,Male,51,4,3,Manager,4,Married,7240,15900,7,No,11,3,1,3,21,2,3,29,12,7,14
39,Yes,Travel_Rarely,398,Research & Development,8,4,Marketing,1,Female,73,3,5,Manager,4,Divorced,7858,21802,9,No,12,3,3,0,11,1,1,15,4,9,14
40,No,Travel_Rarely,275,Sales,9,3,Other,3,Male,37,1,2,Laboratory Technician,1,Divorced,6390,2113,8,No,14,3,2,2,32,6,1,33,4,0,9
29,No,Travel_Frequently,519,Sales,27,1,Marketing,4,Female,31,2,2,Research Scientist,3,Married,16702,5158,7,No,24,3,1,2,20,3,3,18,3,0,11
24,No,Travel_Frequently,578,Research & Development,15,3,Other,4,Female,76,3,4,Laboratory Technician,3,Single,9491,16283,6,Yes,21,3,4,2,18,1,2,6,4,14,8
53,No,Travel_Rarely,877,Research & Development,19,3,Medical,1,Male,33,2,3,Manager,2,Married,13122,17521,3,No,20,3,1,0,34,2,1,26,13,4,12
37,No,Travel_Rarely,537,Research & Development,3,4,Other,1,Male,79,3,4,Sales Executive,4,Divorced,19285,23135,3,No,11,3,1,0,30,1,1,1,3,9,3
57,Yes,Travel_Rarely,1381,Human Resources,17,4,Other,4,Male,50,3,2,Laboratory Technician,3,Single,9551,11771,0,No,12,3,3,3,27,6,3,5,1,12,16
21,No,Travel_Rarely,406,Research & Development,7,4,Medical,3,Female,37,2,4,Sales Representative,4,Married,19300,24645,9,No,18,4,4,2,16,1,2,24,16,8,15
30,No,Travel_Frequently,602,Research & Development,2,4,Technical Degree,4,Female,84,1,4,Manager,3,Married,10393,3669,8,No,14,4,4,3,33,3,2,15,9,10,3
25,No,Travel_Rarely,1049,Research & Development,16,2,Life Sciences,1,Female,61,4,5,Research Director,2,Married,19785,18410,5,No,15,3,1,3,30,0,2,3,8,13,10
31,No,Non-Travel,1485,Research & Development,21,4,Technical Degree,1,Male,47,4,2,Sales Executive,4,Divorced,3475,4290,6,No,12,3,2,3,13,1,3,3,3,9,6
26,No,Travel_Frequently,507,Research & Development,18,2,Marketing,2,Male,87,2,4,Human Resources,3,Married,10174,9749,2,No,17,3,3,2,5,0,1,5,6,8,3
28,No,Travel_Rarely,294,Research & Development,20,3,Marketing,3,Male,77,2,2,Sales Executive,1,Divorced,10861,8329,0,No,13,3,2,0,3,1,4,2,10,10,15
52,No,Non-Travel,1014,Research & Development,13,3,Life Sciences,1,Female,89,4,4,Manufacturing Director,3,Married,11170,14179,5,No,17,3,4,3,38,3,1,7,16,7,11
45,No,Non-Travel,249,Research & Development,11,4,Medical,2,Male,95,1,1,Healthcare Representative,3,Single,18727,13427,9,No,18,3,2,3,16,2,2,1,8,8,0
54,No,Travel_Rarely,1350,Research & Development,9,3,Medical,1,Male,62,3,4,Healthcare Representative,2,Single,3422,15415,4,No,16,3,3,2,31,4,3,37,17,0,6
32,No,Travel_Frequently,350,Research & Development,8,4,Other,4,Male,80,2,3,Sales Representative,2,Divorced,14046,23844,8,No,17,4,2,0,23,0,1,35,10,3,15
43,No,Travel_Frequently,159,Research & Development,6,4,Life Sciences,3,Male,46,3,1,Human Resources,1,Married,10911,2159,0,No,20,3,1,3,25,4,4,32,9,13,9
35,No,Travel_Rarely,1458,Sales,26,3,Other,3,Male,82,4,1,Manager,1,Married,18497,9300,6,No,15,3,1,1,0,5,1,30,15,12,9
48,No,Travel_Rarely,1487,Sales,17,3,Marketing,1,Female,75,3,5,Laboratory Technician,4,Married,8768,24294,3,No,12,3,2,0,10,1,4,37,17,12,10
52,No,Travel_Rarely,1072,Research & Development,17,3,Marketing,4,Female,63,2,2,Sales Executive,2,Divorced,18779,8221,1,No,24,3,3,0,26,2,3,10,5,10,11
37,Yes,Non-Travel,373,Sales,16,5,Medical,3,Male,98,2,4,Human Resources,2,Married,12986,19014,5,Yes,17,3,1,1,9,1,2,20,16,14,14
49,No,Travel_Frequently,1177,Research & Development,27,1,Medical,1,Male,81,1,5,Laboratory Technician,4,Married,11876,7831,7,No,22,3,2,0,14,3,3,2,5,8,14
39,No,Travel_Rarely,855,Research & Development,21,5,Marketing,1,Female,38,4,4,Manufacturing Director,2,Married,13108,12844,0,No,23,4,2,2,5,2,1,0,9,0,1
22,No,Non-Travel,421,Sales,14,1,Technical Degree,2,Male,35,3,2,Research Director,3,Divorced,12626,3291,8,No,19,3,2,1,37,2,4,7,2,3,5
53,No,Travel_Rarely,1480,Research & Development,27,5,Technical Degree,3,Male,31,1,3,Manager,3,Divorced,15957,17412,8,No,16,3,1,2,10,0,4,39,9,2,9
25,No,Non-Travel,1115,Research & Development,11,2,Marketing,1,Male,75,1,4,Sales Executive,3,Divorced,9526,14785,9,No,21,3,2,2,18,2,4,32,2,1,4
24,No,Non-Travel,1289,Research & Development,26,1,Technical Degree,2,Male,72,3,5,Manager,4,Divorced,8939,3839,9,No,11,3,3,0,23,6,1,6,6,13,0
53,No,Travel_Frequently,800,Research & Development,5,1,Medical,2,Female,74,3,5,Manager,1,Married,14804,13240,8,No,15,3,3,0,7,6,2,34,14,7,7
35,No,Travel_Rarely,110,Sales,12,5,Technical Degree,3,Female,31,2,5,Manufacturing Director,1,Single,5201,18625,7,No,13,3,3,0,30,2,1,19,13,3,6
48,No,Travel_Rarely,1247,Sales,9,2,Marketing,3,Female,89,4,3,Healthcare Representative,1,Married,12750,10379,7,Yes,13,4,1,0,0,6,2,0,17,3,14
43,No,Non-Travel,562,Human Resources,12,4,Marketing,2,Male,87,1,1,Laboratory Technician,4,Married,15446,11760,7,No,20,3,3,2,32,5,3,9,12,1,13
35,Yes,Travel_Rarely,1162,Sales,23,1,Marketing,2,Female,96,2,4,Human Resources,1,Divorced,15821,10330,1,Yes,13,3,2,1,2,6,2,23,1,10,3
21,No,Travel_Frequently,117,Sales,5,3,Medical,1,Female,57,4,5,Research Scientist,2,Married,2216,2933,1,Yes,19,3,3,1,8,2,1,2,5,3,13
44,No,Non-Travel,401,Research & Development,11,4,Life Sciences,1,Male,91,3,1,Manufacturing Director,3,Single,19738,21140,7,Yes,15,4,4,2,35,4,2,37,9,7,6
59,No,Travel_Rarely,717,Research & Development,28,4,Life Sciences,3,Male,34,1,1,Research Scientist,4,Married,2333,13658,3,No,23,3,2,0,22,5,3,0,16,3,14
32,No,Non-Travel,1293,Research & Development,6,3,Technical Degree,2,Female,66,1,5,Research Scientist,3,Married,14662,20824,1,No,19,3,3,2,22,3,4,21,14,8,8
31,No,Travel_Rarely,781,Research & Development,3,3,Other,2,Male,70,4,2,Manager,1,Married,15702,17558,5,No,12,3,1,2,22,5,3,22,11,4,5
54,Yes,Travel_Rarely,873,Sales,26,4,Marketing,4,Female,96,2,3,Laboratory Technician,3,Married,11419,11252,8,No,17,3,4,0,19,3,1,19,17,10,9
24,Yes,Travel_Rarely,896,Research & Development,6,5,Technical Degree,3,Male,49,4,3,Manufacturing Director,2,Married,18528,2670,8,Yes,23,4,4,0,4,2,1,3,1,7,15
46,No,Non-Travel,779,Research & Development,28,4,Marketing,1,Male,57,3,1,Laboratory Technician,3,Married,13685,6577,5,No,14,3,4,1,3,0,1,5,15,5,0
19,No,Travel_Rarely,1425,Research & Development,1,2,Marketing,1,Male,91,2,1,Laboratory Technician,3,Single,7343,21377,4,No,14,3,2,2,1,5,4,29,8,13,2
52,No,Non-Travel,1101,Sales,24,4,Technical Degree,2,Female,91,3,5,Human Resources,1,Divorced,12150,11334,6,Yes,12,3,4,3,28,4,1,27,1,8,2
42,No,Travel_Rarely,1279,Research & Development,13,1,Life Sciences,1,Female,98,3,2,Manager,4,Single,14767,2445,0,No,13,3,1,2,8,2,1,2,6,11,15
32,No,Travel_Rarely,630,Research & Development,18,3,Medical,1,Male,69,3,5,Research Director,2,Married,12175,15722,2,No,13,3,3,1,30,6,1,25,14,9,7
48,No,Travel_Rarely,1115,Research & Development,27,3,Other,3,Male,75,2,5,Manufacturing Director,1,Single,2752,9319,3,No,11,3,4,0,10,6,1,7,9,3,1
49,No,Non-Travel,1331,Research & Development,12,5,Medical,3,Female,56,1,3,Sales Representative,2,Married,11031,26912,3,No,21,4,1,2,26,1,4,24,3,7,10
